	index	Rating	Founded	Competitors	Salary_NotHour	Employer_est.	AVG_Size	Python	R	AWS	Excel	SQL	AVG_Salary	Same_State	Descr._Length	analyst	data engineer	data scientist	director	manager	mle	na	na	research	junior	na	na	senior	Type_of_ownership	Industry	Sector	Revenue
130	154	3.8	1997	1	1	0	3000.5	0	0	0	1	0	168000.0	1.0	6275.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$500 million to $1 billion 
131	156	4.3	2007	0	1	0	25.5	1	0	1	1	1	100500.0	1.0	3549.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Private	Aerospace & Defense	Aerospace & Defense	Unknown / Non-Appli
132	157	3.4	1943	1	1	0	3000.5	1	0	0	1	1	97000.0	0.0	7548.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Consulting	Business Services	$100 to $500 million 
133	158	4.1	1968	0	1	0	7500.5	0	0	0	0	1	85000.0	1.0	3490.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Research & Development	Business Services	$1 to $2 billion 
134	159	4.3	2011	0	1	0	350.5	1	0	1	1	0	153500.0	1.0	4163.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
135	161	5.0	2017	0	1	1	125.5	0	0	0	0	0	132500.0	0.0	688.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	Unknown / Non-Appli
136	162	4.3	2008	1	1	0	125.5	0	0	0	1	1	100000.0	1.0	3055.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	$10 to $25 million 
137	164	3.7	2011	0	1	0	350.5	1	0	0	0	1	105000.0	1.0	3353.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Travel Agencies	Travel & Tourism	Unknown / Non-Appli
138	167	4.3	2013	1	1	0	125.5	0	0	0	1	1	103500.0	1.0	1806.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Real Estate	Real Estate	Unknown / Non-Appli
139	168	2.6	1984	0	1	0	750.5	1	0	0	1	0	124000.0	1.0	6130.0	0	0	0	0	0	0	0	0	1	0	0	0	1	College / University	Colleges & Universities	Education	Unknown / Non-Appli
140	169	3.8	1965	1	1	0	3000.5	1	0	0	0	0	67000.0	1.0	6844.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Government	Energy	Oil, Gas, Energy & Utilities	$500 million to $1 billion 
141	170	3.9	2000	1	1	0	10000.0	0	0	0	0	0	87000.0	0.0	3217.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$2 to $5 billion 
142	171	4.3	2011	0	1	0	350.5	1	0	1	1	0	137500.0	0.0	3405.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
143	172	3.8	1987	1	1	0	350.5	1	0	0	1	1	100000.0	1.0	5526.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Advertising & Marketing	Business Services	$100 to $500 million 
144	174	3.8	1945	0	1	0	7500.5	0	0	0	1	1	106500.0	1.0	5743.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Insurance Carriers	Insurance	$5 to $10 billion 
145	175	3.8	1965	1	1	0	3000.5	0	0	0	0	0	98500.0	1.0	4904.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Government	Energy	Oil, Gas, Energy & Utilities	$500 million to $1 billion 
146	177	4.8	2010	0	1	0	750.5	1	0	0	1	1	61000.0	1.0	2934.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Security Services	Business Services	$100 to $500 million 
147	178	4.4	2008	0	1	0	125.5	1	0	1	0	1	106500.0	1.0	4127.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Consulting	Business Services	Unknown / Non-Appli
148	179	3.9	2005	0	1	0	125.5	1	0	0	0	1	84500.0	1.0	2075.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Internet	Information Technology	Unknown / Non-Appli
149	180	3.4	1846	0	1	0	3000.5	1	0	0	1	0	109500.0	1.0	2962.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Public	Consumer Products Manufacturing	Manufacturing	$2 to $5 billion 
150	181	3.6	1851	0	1	0	7500.5	1	0	1	0	1	164000.0	1.0	4414.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Insurance Carriers	Insurance	$10+ billion 
151	182	3.9	1976	0	1	0	10000.0	1	0	0	1	1	169000.0	1.0	7106.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
152	183	3.8	1996	0	1	0	7500.5	1	0	1	1	0	142000.0	1.0	2397.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Telecommunications Services	Telecommunications	$2 to $5 billion 
153	185	3.7	1781	1	1	0	10000.0	0	0	0	1	0	76500.0	0.0	2468.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
154	187	3.8	1981	0	1	0	750.5	1	0	0	1	1	107000.0	1.0	3010.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$500 million to $1 billion 
155	188	3.5	1970	1	1	0	10000.0	1	0	1	0	1	171500.0	1.0	4486.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Computer Hardware & Software	Information Technology	$10+ billion 
156	190	3.9	2013	0	1	0	350.5	0	0	0	1	0	96000.0	0.0	6909.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Insurance Agencies & Brokerages	Insurance	Unknown / Non-Appli
157	191	4.2	2010	0	1	0	125.5	0	0	0	0	1	142500.0	1.0	3512.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
158	193	3.5	2010	1	1	0	3000.5	1	0	0	1	0	145000.0	1.0	5391.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$1 to $2 billion 
159	194	2.9	1993	1	1	0	350.5	1	0	0	1	1	61500.0	1.0	5736.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Nonprofit Organization	Colleges & Universities	Education	$25 to $50 million 
160	197	3.6	2017	0	0	0	7500.5	0	0	0	0	0	42640.0	1.0	2117.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
161	198	2.7	1951	0	1	0	125.5	1	0	0	0	1	120000.0	1.0	6467.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Government	Investment Banking & Asset Management	Finance	$50 to $100 million 
162	199	4.4	2013	0	1	0	350.5	0	0	0	0	0	62000.0	1.0	5512.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$100 to $500 million 
163	200	4.0	1982	0	1	0	7500.5	1	0	0	0	1	150500.0	1.0	2525.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Computer Hardware & Software	Information Technology	$2 to $5 billion 
164	201	4.3	1967	0	1	0	350.5	0	0	0	1	1	87500.0	1.0	1961.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	Unknown / Non-Appli
165	202	4.2	2006	1	1	0	125.5	1	0	1	1	1	71500.0	1.0	10051.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Advertising & Marketing	Business Services	$25 to $50 million 
166	203	3.6	2006	0	1	0	125.5	0	0	0	1	0	51500.0	1.0	4353.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Department, Clothing, & Shoe Stores	Retail	$100 to $500 million 
167	204	3.7	1781	1	1	0	10000.0	0	0	0	1	0	151500.0	0.0	5801.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
168	205	2.8	2014	0	1	0	350.5	1	0	0	1	1	77500.0	1.0	5894.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	IT Services	Information Technology	Unknown / Non-Appli
169	206	3.7	1781	1	1	0	10000.0	0	0	0	1	0	140000.0	0.0	2309.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
170	207	3.3	1982	1	1	0	3000.5	0	0	0	1	1	98500.0	0.0	3239.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Insurance Carriers	Insurance	$10 to $25 million 
171	208	-1.0	2017	0	1	1	125.5	1	0	1	1	0	225000.0	1.0	1632.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	IT Services	Information Technology	$5 to $10 million 
172	209	3.6	1935	0	0	0	3000.5	0	0	0	0	0	57200.0	1.0	2724.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$100 to $500 million 
173	210	3.7	1781	1	1	0	10000.0	0	0	0	0	0	161500.0	0.0	1345.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
174	211	3.4	1948	0	1	0	3000.5	1	0	1	0	1	147000.0	0.0	4835.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Insurance Carriers	Insurance	$1 to $2 billion 
175	212	4.1	1961	0	1	0	750.5	0	0	0	1	1	61000.0	1.0	2886.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Energy	Oil, Gas, Energy & Utilities	$1 to $2 billion 
176	213	2.6	1984	0	1	0	750.5	1	0	0	0	0	120000.0	1.0	2808.0	0	0	0	0	0	1	0	1	0	0	0	1	0	College / University	Colleges & Universities	Education	Unknown / Non-Appli
177	215	3.2	2008	1	1	0	3000.5	1	0	0	1	1	124500.0	0.0	1925.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Lending	Finance	$500 million to $1 billion 
178	216	3.9	2009	0	1	0	125.5	1	0	0	0	0	148000.0	1.0	2364.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Financial Analytics & Research	Finance	$50 to $100 million 
179	217	4.7	1996	1	1	0	125.5	1	0	0	1	0	59000.0	0.0	3088.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Aerospace & Defense	Aerospace & Defense	$25 to $50 million 
180	221	3.7	1852	0	1	0	7500.5	1	0	0	1	1	146500.0	1.0	5123.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Insurance Carriers	Insurance	$5 to $10 billion 
181	224	3.0	2015	0	1	0	750.5	1	0	1	0	1	133000.0	1.0	3280.0	0	0	0	0	0	1	0	0	0	0	0	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	Unknown / Non-Appli
182	225	4.7	2013	0	1	0	125.5	1	0	1	0	0	140500.0	1.0	4819.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$1 to $5 million 
183	228	3.3	2014	0	1	0	10000.0	0	0	0	0	0	84500.0	1.0	3670.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Hospital	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
184	229	4.0	2002	0	1	0	125.5	0	0	0	1	0	93500.0	1.0	4637.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Computer Hardware & Software	Information Technology	$5 to $10 million 
185	230	4.4	2013	0	1	0	350.5	0	0	0	0	0	134500.0	1.0	4438.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$100 to $500 million 
186	233	3.9	2007	1	1	0	350.5	1	0	0	0	1	181000.0	1.0	2015.0	0	0	0	0	0	1	0	1	0	0	0	1	0	Company - Private	Internet	Information Technology	$10 to $25 million 
187	234	3.3	2014	0	1	0	10000.0	0	0	0	0	0	84500.0	1.0	3627.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Hospital	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
188	235	4.1	2010	1	1	1	125.5	1	0	1	0	1	205000.0	1.0	4037.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Internet	Information Technology	$50 to $100 million 
189	239	3.6	1986	0	1	0	3000.5	0	0	0	1	1	48500.0	1.0	4608.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Gambling	Arts, Entertainment & Recreation	$100 to $500 million 
190	240	4.0	1977	0	0	0	3000.5	0	0	1	0	0	44720.0	1.0	5160.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Hospital	Health Care Services & Hospitals	Health Care	$50 to $100 million 
191	243	2.6	1984	0	1	0	750.5	0	0	0	0	0	124000.0	1.0	5379.0	0	0	0	0	0	1	0	0	0	0	0	0	1	College / University	Colleges & Universities	Education	Unknown / Non-Appli
192	245	3.5	1996	0	1	0	750.5	0	0	0	0	1	64000.0	1.0	3846.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$500 million to $1 billion 
193	246	3.0	1958	1	1	0	10000.0	1	0	0	0	1	98000.0	1.0	2133.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Gas Stations	Retail	$10+ billion 
194	247	3.6	1935	0	0	0	3000.5	0	0	0	0	0	57200.0	1.0	2801.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$100 to $500 million 
195	248	3.3	1964	0	1	0	750.5	0	0	0	0	0	54000.0	1.0	2832.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Food & Beverage Manufacturing	Manufacturing	Unknown / Non-Appli
196	250	2.7	1961	0	1	0	350.5	0	0	0	1	0	81000.0	1.0	3776.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$25 to $50 million 
197	251	3.4	2005	1	1	0	3000.5	0	0	0	0	1	107500.0	1.0	4288.0	0	1	0	0	0	0	0	0	0	0	0	0	1	Company - Public	Transportation Management	Transportation & Logistics	$2 to $5 billion 
198	253	3.8	1995	0	1	0	750.5	1	0	1	1	1	112500.0	0.0	6408.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Logistics & Supply Chain	Transportation & Logistics	Unknown / Non-Appli
199	254	3.7	1995	1	1	0	10000.0	1	0	0	1	1	89000.0	0.0	5298.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Aerospace & Defense	Aerospace & Defense	$10+ billion 
200	255	4.8	1925	0	1	0	3000.5	0	0	0	0	0	100500.0	1.0	1806.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Insurance Carriers	Insurance	$1 to $2 billion 
201	256	3.8	2002	1	1	0	3000.5	0	0	0	1	1	65000.0	1.0	2469.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Travel Agencies	Travel & Tourism	$2 to $5 billion 
202	257	3.4	1930	0	0	0	10000.0	0	0	0	0	0	41600.0	0.0	9322.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Government	Federal Agencies	Government	Unknown / Non-Appli
203	258	4.3	1999	0	1	0	350.5	1	0	1	1	1	72500.0	1.0	5775.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Consulting	Business Services	Unknown / Non-Appli
204	259	4.8	2010	0	1	0	750.5	1	0	0	1	1	61000.0	1.0	2934.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	Security Services	Business Services	$100 to $500 million 
205	260	3.4	1846	0	1	0	3000.5	1	0	0	1	0	109500.0	1.0	2962.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Public	Consumer Products Manufacturing	Manufacturing	$2 to $5 billion 
206	262	3.9	2005	0	1	0	125.5	1	0	0	0	1	84500.0	1.0	2075.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Internet	Information Technology	Unknown / Non-Appli
207	263	3.4	1992	0	1	0	125.5	0	0	0	0	1	87500.0	1.0	4082.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	$10 to $25 million 
208	264	3.1	1997	1	1	0	3000.5	1	1	0	1	1	92500.0	0.0	3123.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Video Games	Media	$10+ billion 
209	265	3.2	1958	1	1	0	7500.5	1	0	0	0	0	81500.0	0.0	3144.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Federal Agencies	Government	$1 to $2 billion 
210	266	4.3	1981	1	1	0	3000.5	0	0	0	0	1	79000.0	1.0	1884.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Trucking	Transportation & Logistics	Unknown / Non-Appli
211	267	3.6	1851	0	1	0	7500.5	1	0	1	0	1	164000.0	1.0	4414.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Insurance Carriers	Insurance	$10+ billion 
212	268	3.9	1976	0	1	0	10000.0	1	0	0	1	1	169000.0	1.0	7106.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
213	269	3.8	1996	0	1	0	7500.5	1	0	1	1	0	142000.0	1.0	2397.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Telecommunications Services	Telecommunications	$2 to $5 billion 
214	273	3.7	1781	1	1	0	10000.0	0	0	0	1	0	76500.0	0.0	2468.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
215	274	3.4	2013	0	1	0	125.5	1	0	0	1	1	69000.0	1.0	5483.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
216	275	4.0	1984	0	1	0	350.5	1	1	0	1	1	49000.0	0.0	2505.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Computer Hardware & Software	Information Technology	$50 to $100 million 
217	276	3.5	1970	1	1	0	10000.0	1	0	1	0	1	171500.0	1.0	4486.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Computer Hardware & Software	Information Technology	$10+ billion 
218	277	3.8	1981	0	1	0	750.5	1	0	0	1	1	107000.0	1.0	3010.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$500 million to $1 billion 
219	278	3.7	1996	0	1	0	350.5	0	0	0	1	0	59000.0	1.0	2774.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	Unknown / Non-Appli
220	281	3.5	2019	0	1	0	350.5	0	0	1	0	0	88500.0	0.0	7107.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	IT Services	Information Technology	$25 to $50 million 
221	284	4.0	1849	0	1	0	10000.0	1	0	1	1	0	86500.0	0.0	3698.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
222	285	4.3	1935	0	1	0	125.5	1	0	0	1	1	84000.0	0.0	2907.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Nonprofit Organization	Logistics & Supply Chain	Transportation & Logistics	$10 to $25 million 
223	288	4.7	1992	0	1	0	350.5	1	0	0	1	1	114500.0	0.0	4135.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Private	Consulting	Business Services	$50 to $100 million 
224	289	3.5	2010	1	1	0	3000.5	1	0	0	1	0	145000.0	1.0	5391.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Private	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$1 to $2 billion 
225	290	4.4	2006	1	1	0	3000.5	1	0	1	1	1	88000.0	0.0	4471.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Internet	Information Technology	$100 to $500 million 
226	291	4.1	2001	1	1	0	750.5	1	0	1	0	1	100000.0	1.0	4948.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Internet	Information Technology	$100 to $500 million 
227	292	2.9	1993	1	1	0	350.5	1	0	0	1	1	61500.0	1.0	5736.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Nonprofit Organization	Colleges & Universities	Education	$25 to $50 million 
228	293	2.5	1999	1	1	0	3000.5	1	0	0	0	1	96500.0	0.0	4466.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Advertising & Marketing	Business Services	$1 to $2 billion 
229	295	4.2	1992	1	1	0	350.5	1	0	0	1	1	76000.0	0.0	2385.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Consulting	Business Services	Unknown / Non-Appli
230	296	3.9	1966	0	1	1	3000.5	0	0	0	1	0	15500.0	1.0	5019.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Research & Development	Business Services	$100 to $500 million 
231	299	4.3	2010	0	1	0	25.5	1	0	0	1	1	83500.0	1.0	3111.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	Unknown / Non-Appli
232	300	2.7	1951	0	1	0	125.5	1	0	0	0	1	120000.0	1.0	6467.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Government	Investment Banking & Asset Management	Finance	$50 to $100 million 
233	302	3.9	1976	0	1	0	10000.0	0	0	0	1	1	163000.0	1.0	4502.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
234	305	3.4	1939	1	1	0	750.5	0	0	1	0	1	100000.0	1.0	4837.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Nonprofit Organization	Insurance Carriers	Insurance	Unknown / Non-Appli
235	306	3.8	1917	1	1	0	3000.5	0	0	0	1	0	52500.0	1.0	4837.0	0	0	0	0	0	0	0	1	1	0	0	1	0	Nonprofit Organization	Social Assistance	Non-Profit	Unknown / Non-Appli
236	307	3.6	2017	0	0	0	7500.5	0	0	0	0	0	42640.0	1.0	2117.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
237	308	3.3	1883	0	1	0	750.5	0	0	0	1	1	50000.0	1.0	4135.0	1	0	0	0	0	0	0	0	0	1	0	0	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	Unknown / Non-Appli
238	309	3.4	2006	0	1	0	350.5	1	0	1	0	1	93000.0	0.0	3799.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Consulting	Business Services	$50 to $100 million 
239	310	3.0	1887	0	1	0	3000.5	1	0	0	0	1	94500.0	0.0	3421.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Agencies & Brokerages	Insurance	$2 to $5 billion 
240	311	4.0	1982	0	1	0	7500.5	1	0	0	0	1	150500.0	1.0	2525.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Public	Computer Hardware & Software	Information Technology	$2 to $5 billion 
241	312	3.7	2004	1	1	0	3000.5	1	0	1	1	1	102000.0	0.0	5558.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Insurance Carriers	Insurance	$5 to $10 billion 
242	313	4.4	2013	0	1	0	350.5	0	0	0	0	0	62000.0	1.0	5512.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$100 to $500 million 
243	314	4.3	1967	0	1	0	350.5	0	0	0	1	1	87500.0	1.0	1961.0	0	0	0	0	1	0	0	1	0	0	0	1	0	Company - Private	Advertising & Marketing	Business Services	Unknown / Non-Appli
244	316	4.0	1849	0	1	0	10000.0	0	0	1	1	0	84000.0	0.0	5015.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
245	317	4.0	2012	1	1	0	750.5	1	0	1	0	0	143000.0	1.0	3760.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Enterprise Software & Network Solutions	Information Technology	$100 to $500 million 
246	319	4.2	2006	1	1	0	125.5	1	0	1	1	1	71500.0	1.0	10051.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Advertising & Marketing	Business Services	$25 to $50 million 
247	320	3.9	2000	0	1	0	125.5	1	0	0	0	1	108000.0	1.0	3029.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Private	Insurance Carriers	Insurance	$10 to $25 million 
248	322	3.7	1781	1	1	0	10000.0	0	0	0	1	0	151500.0	0.0	5801.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
249	323	3.6	2006	0	1	0	125.5	0	0	0	1	0	51500.0	1.0	4353.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Subsidiary or Business Segment	Department, Clothing, & Shoe Stores	Retail	$100 to $500 million 
250	324	3.7	1781	1	1	0	10000.0	0	0	0	1	0	140000.0	0.0	2309.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
251	325	2.8	2014	0	1	0	350.5	1	0	0	1	1	77500.0	1.0	5894.0	1	0	0	0	0	0	0	0	0	0	0	0	1	Company - Private	IT Services	Information Technology	Unknown / Non-Appli
252	326	4.2	2004	0	1	0	750.5	0	0	0	1	1	63500.0	1.0	2643.0	1	0	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Investment Banking & Asset Management	Finance	$50 to $100 million 
253	330	3.5	1850	0	1	0	7500.5	1	0	0	0	0	96000.0	0.0	3796.0	0	0	1	0	0	0	0	1	0	0	0	1	0	Company - Public	Aerospace & Defense	Aerospace & Defense	$500 million to $1 billion 
254	331	-1.0	2017	0	1	1	125.5	1	0	1	1	0	225000.0	1.0	1632.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	IT Services	Information Technology	$5 to $10 million 
255	332	3.2	2008	1	1	0	3000.5	1	0	1	1	1	101000.0	1.0	2501.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Public	Lending	Finance	$500 million to $1 billion 
256	333	3.3	1982	1	1	0	3000.5	0	0	0	1	1	98500.0	0.0	3239.0	0	0	1	0	0	0	0	0	0	0	0	0	1	Company - Private	Insurance Carriers	Insurance	$10 to $25 million 
257	334	3.9	1948	1	1	0	3000.5	0	0	0	1	1	77500.0	1.0	3490.0	0	1	0	0	0	0	0	1	0	0	0	1	0	Company - Private	Industrial Manufacturing	Manufacturing	$1 to $2 billion 
258	335	3.7	1781	1	1	0	10000.0	0	0	0	0	0	161500.0	0.0	1345.0	0	0	0	0	0	0	1	0	0	0	1	0	1	Company - Public	Biotech & Pharmaceuticals	Biotech & Pharmaceuticals	$10+ billion 
259	337	3.6	1935	0	0	0	3000.5	0	0	0	0	0	57200.0	1.0	2724.0	0	0	0	0	0	0	1	1	0	0	1	1	0	Nonprofit Organization	Health Care Services & Hospitals	Health Care	$100 to $500 million 
